,LocatiePostcode,Soort aanvraagOmschrijvingKadastrale aanduiding,BVnummer,DatumBinnenkomst,Einddatum  ,EindStatus
34,Stoelenmatterstraat 212334GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een woonwagenP 02881,140748,14-04-2014,02-05-2014,Verleend
35,Stoelenmatterstraat 252334GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een woonwagenP 02881,140747,14-04-2014,02-05-2014,Verleend
36,Stoelenmatterstraat 272334GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een woonwagenP 02881,140586,20-03-2014,11-04-2014,Verleend
37,Sumatrastraat 44A2315BH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw bovenwoning naar kamergewijze verhuurN 01542A0002,132206,06-12-2013,09-04-2014,Verleend
38,Sumatrastraat 942315BK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen van dakkapel aan voorzijde van de woningN 01702A0001,140206,02-02-2014,09-04-2014,Verleend
39,Vondellaan 2332AA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 35 bomenR 01776,140321,13-02-2014,15-04-2014,Verleend
40,Wiekelhorst 12317ZH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerenovatie van de woningen  Wiekelhorst 1 t/m 31S 04210,140755,14-04-2014,06-06-2014,Verleend
41,Zijlsingel 22315KB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureintern verbouwen van het bedrijfsgebouwK 06177A0001,140743,11-04-2014,17-07-2014,Verleend
42,Zonnedauwtuin 72317MR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakkapel aan voorzijdeS 04615G0000,140649,28-03-2014,11-04-2014,Verleend
0,Aalmarkt 212311EC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurediverse interne en externe wijzigingen en realisatie terrasG 01923G0000,140674,02-04-2014,28-05-2014,Verleend
1,Bargelaan 1802333CW,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van reclame,140643,27-03-2014,22-05-2014,Verleend
2,Blauwe Vogelweg 52333VK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen en vergroten dakkapel aan de voorzijde van de woningR 01163G0000,140698,05-04-2014,11-07-2014,Weigering
3,Borger- en Tollenstraat ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 2 bomenG 01481,140278,10-02-2014,07-04-2014,Verleend
4,Breestraat 492311CH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerenoveren begane grondG 02265A0001,140594,21-03-2014,06-06-2014,Verleend
5,Breestraat 1402311CX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen zonwering plaatsen reclameG 00266G0000,140701,07-04-2014,10-07-2014,Vervallen
6,De Heyderweg 22314XZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanpassen brandcompartimentering en constructie voor vestiging distributiecentrum ToolstationT 06150G0000,140296,11-02-2014,08-04-2014,Verleend
7,De Laat de Kanterstraat 442313JV,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken van een muurdoorbraak op de begane grondM 05159G0000,140713,08-04-2014,28-05-2014,Verleend
8,Dolhuissteeg 142312WN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureuitbreiding woning slopen garagedeur  dak en maken diverse doorbraken,140383,21-02-2014,08-04-2014,Niet ontvankelijk
9,Einsteinweg 1012333CB,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken vriezerruimtesX 03880G0000,140706,04-04-2014,27-05-2014,Verleend
10,Evertsenstraat 752315SK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik van woning naar kamerverhuur,140700,06-04-2014,08-05-2014,Niet ontvankelijk
11,Evertsenstraat 862315SN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen van de woning naar kamergewijze verhuurN 01522G0000,140705,07-04-2014,09-04-2014,Afgehandeld
12,Herensingel 2C2316JS,Onttrekkingaanvraag onttrekkingsvergunning wijzigen eengezinswoning naar kamergewijze verhuurK 04180G0000,140467,03-03-2014,07-04-2014,Verleend
13,Hoge Rijndijk 132313KE,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedurebrandveilig gebruik kinderdagverblijf en BSO  MadeliefM 04185G0000,131793,09-10-2013,03-04-2014,Verleend
14,Hooglandse Kerkgracht 102312HT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureonderhoudswerkzaamheden aan woningI 00132G0000,140696,04-04-2014,03-07-2014,Verleend
15,Jan van Houtkade 22311PC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een ceder in de voortuinE 01989A0001,140699,06-04-2014,15-04-2014,Afgehandeld
16,Joop Vervoornpad ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurebouwen van een theehuis/lunchroom afgraven grond voor aanleggen funderingN 02119,132290,17-12-2013,04-04-2014,Verleend
17,Joop Vervoornpad 162316EP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedure(tuinnr. 180)  plaatsen van een tuinhuis en een kas,140300,07-02-2014,04-04-2014,Verleend
18,Kaiserstraat 252311GN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen belettering op het gebouw,140458,05-03-2014,09-04-2014,Niet ontvankelijk
19,Kapteynstraat 162313RN,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken aanbouw achterzijde woningM 05395G0000,140358,18-02-2014,02-04-2014,Verleend
20,Lage Rijndijk 1402315JZ,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken van een dakopbouwN 00898,132322,23-12-2013,02-04-2014,Verleend
21,Lammenschanspark 2321JK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurebouwen van 91 appartementen  ontwikkelingslocatie De Leidse Schans  Blok DO 04442,140260,07-02-2014,04-04-2014,Verleend
22,Lavendeltuin 32317NB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakuitbouw met nokverhogingS 04507G0000,140052,10-01-2014,03-04-2014,Verleend
23,Lusthoflaan 22316JA,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedureverbouwen en uitbreiden t.b.v. een gezondheidscentrumK 04325,140288,04-04-2014,15-09-2014,Verleend
24,Mauritsstraat 262316ST,Onttrekkingsamenvoegen van de nrs 26 en 28K 04886G0000,140671,31-03-2014,07-04-2014,Verleend
25,Nieuw Leyden Veld 25 ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurebouwen van 18 woningen ontgraven voor fundatie-aanlegK 05527,140612,25-03-2014,25-04-2014,Verleend
26,Nieuwe Beestenmarkt 232312CG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen begane grondB 03575A0001,140692,04-04-2014,08-08-2014,Verleend
27,Nieuwe Rijn 2312JB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen pontons tbv viering KoningsdagI 02974,140308,12-02-2014,07-04-2014,Verleend
28,Nieuwe Rijn 422312JG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen markies,140711,08-04-2014,08-07-2014,Verleend
29,Oranjestraat 332316HT,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken uitbouw aan de achterzijde en plaatsen stalen balkK 05952G0000,140280,10-02-2014,07-04-2014,Verleend
30,Oude Singel 74b2312RD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen bovenwoning naar vier onzelfstandige kamersB 03307,140685,03-04-2014,22-07-2014,Verleend
31,Rapenburg 562311EX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik van verblijfsgebied in terrasG 02233A0001,140393,25-02-2014,04-04-2014,Verleend
32,Rijnsburgerweg 842333AD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurereparatie dorpels diverse ramen en plaatsen voorzetramenR 00907G0000,140506,11-03-2014,23-05-2014,Verleend
33,Rollemanstraat 92334GL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewoonwagen 1 meter verplaatsenP 02881,140294,11-02-2014,08-04-2014,Verleend
34,Sijthoffstraat 152332PX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakkapel op de achtergevelX 03720G0000,140672,02-04-2014,26-05-2014,Weigering
35,Stalpaerthof 212321EV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 1 prunus in de achtertuin,140682,03-04-2014,12-05-2014,Afgehandeld
36,Sumatrastraat 114A2315BD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen inpandig balkonN 01654A0002,140694,04-04-2014,09-05-2014,Niet ontvankelijk
37,Tollensstraat 202321XJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakterrasO 00825G0000,140670,01-04-2014,01-05-2014,Niet ontvankelijk
38,Utrechtse Veer 232311ND,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw pand tot vijf woonfunctiesD 01885G0000,140697,05-04-2014,27-06-2014,Verleend
39,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedure(Wilgenpad  tuinnr. 5) plaatsen van een schuur en een plantenkas,140274,07-02-2014,03-04-2014,Verleend
40,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedure(Wilgenpad  tuinnr. 72) plaatsen van een volkstuinhuisje,140275,07-02-2014,03-04-2014,Verleend
41,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedure(Wilgenpad 16)  plaatsen van een tuinhuis,140297,07-02-2014,03-04-2014,Verleend
42,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedure(Wilgenpad 22)  plaatsen van een plantenkas,140298,07-02-2014,03-04-2014,Verleend
0,Aalmarkt 222311ED,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanpassen hellingbaan  achtergevel ramen vervangen door deuren  plaatsen balkon en opstelling koelmachineG 01924G0000,140026,06-01-2014,28-03-2014,Verleend
1,Bargelaan 1802333CW,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van reclame,140643,27-03-2014,22-05-2014,Verleend
2,Boisotkade 2A2311PZ,Omgevingsvergunning Omgevingsvergunning Reguliere ProcedureVerbouwen pand verbouwen pandF 02672G0000,132313,20-12-2013,27-03-2014,Verleend
3,Breestraat 622311CS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerestaureren wapenschildG 00082G0000,140657,31-03-2014,12-05-2014,Verleend
4,Burggravenlaan 852313HN,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken van een muurdoorbraakM 08162A0014,140192,31-01-2014,28-03-2014,Verleend
5,Cobetstraat 472313KA,Omgevingsvergunning Omgevingsvergunning Reguliere ProcedurePlaatsen nieuw tuinhek in de voortuinM 04061G0000,140388,19-02-2014,26-03-2014,Verleend
6,Cronesteinkade 102313GX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gevelM 04853G0000,140129,21-01-2014,01-04-2014,Verleend
7,De Sitterlaan 20A2313TN,Onttrekkingaanvraag onttrekkingsvergunning wijzigen eengezinswoning naar kamergewijze verhuurM 08033A0002,140496,10-03-2014,28-03-2014,Verleend
8,De Sitterlaan 20A2313TN,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken van een constructieve aanpassingM 08033A0002,140644,27-03-2014,26-05-2014,Verleend
9,Diamantplein 55-562332HT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van reclame en drie vlaggenmasten,140663,31-03-2014,04-08-2014,Weigering
10,Flevoweg 2318BZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurehet verwijderen en vervangen van bomen in groenstrook thv de GammaA 05208,140363,18-02-2014,01-04-2014,Verleend
11,Frans van Mierisstraat 332316AL,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduresamenvoegen twee appartementen naar 1 woningK 05908A0001,140654,31-03-2014,29-04-2014,Vervallen
12,Gortestraat 502311NM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen raam in de achtergevelD 01966G0000,140669,01-04-2014,03-04-2014,Afgehandeld
13,Groenoord blok 5 ,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedurenieuwbouw van 32 woningen GroenoordA 00000,131199,05-07-2013,27-03-2014,Verleend
14,Groenoordstraat 32316AX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van dakkapellen aan de voor- en achterzijdeK 01025G0000,140120,21-01-2014,31-03-2014,Verleend
15,Haarlemmerstraat 1162312GE,Omgevingsvergunning Omgevingsvergunning Uitgebreide Proceduresamenvoegen van 3 winkels  1e verdieping naar winkelfunctie en uitbreiden achterzijde op 1e verdiepingH 03284G0000,140638,27-03-2014,14-10-2014,Vervallen
16,Herengracht 832312LC,Onttrekkingaanvraag onttrekkingsvergunning ivm kamerverhuurC 02002A0001,140623,25-03-2014,02-06-2014,Niet ontvankelijk
17,Kooilaan 2315ED,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanleggen duiker  Kooilaan thv kruising Bernardkade en SurinamestraatK 05911,140323,13-02-2014,28-03-2014,Verleend
18,Lage Morsweg 1022332XE,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedurebrandveilig gebruik tijdelijke kinderopvangX 04367,140659,31-03-2014,13-11-2014,Vervallen
19,Lage Rijndijk 1152315JS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen van de woning tot 4 zelfstandige eenhedenN 01586G0000,140639,27-03-2014,03-07-2014,Verleend
20,Lammenschansweg 15B2313DH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen van de gevel,140667,27-03-2014,15-05-2014,Verleend
21,Lavendeltuin 12317NB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakuitbouw met nokverhogingS 04508G0000,140044,08-01-2014,28-03-2014,Verleend
22,Lorentzhof 12313GA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerenoveren van het woonzorgcomplex de LorentzhofM 07713G0000,140641,27-03-2014,03-07-2014,Verleend
23,Mauritsstraat 262316ST,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen van 2 woningen naar 1 woning doormiddel van 2 interne doorbrakenK 04886G0000,140132,23-01-2014,28-03-2014,Verleend
24,Morsstraat 252312BK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van reclame,140421,27-02-2014,01-04-2014,Verleend
25,Morsweg 442312AE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverplaatsen van gas en elektriciteit metersL 01521G0000,140653,30-03-2014,01-04-2014,Afgehandeld
26,Park die Leythe 32314BA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van dakkapel op voordakvlakT 05911G0000,140618,24-03-2014,23-04-2014,Verleend
27,Rietveldpad 92321CX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een pinus in de achtertuin,140666,01-04-2014,12-05-2014,Afgehandeld
28,Rijn en Schiekade 11B2311AJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakopbouwM 07318A0005,140267,07-02-2014,09-08-2016,Vervallen
29,Rijn en Schiekade 672311AM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurenieuwbouw 64 grondgebonden woningenM 07034G0000,140662,31-03-2014,03-04-2014,Vervallen
30,Spinelstraat 22332GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen schutting op het voor- en zijerf  22-07-2014,131861,20-10-2013,26-03-2014,Verleend
31,Stationsplein 2312AJ,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduretijdelijk plaatsen zonnecollectoren  pergola  tuinmeubilair en containerL 01827,140630,26-03-2014,15-07-2014,Verleend
32,Stationsweg 302312AV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van gevelreclameL 01874G0000,140198,31-01-2014,28-03-2014,Verleend
33,Stoelenmatterstraat 312334GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een woonwagenP 02881,140633,27-03-2014,26-05-2014,Niet ontvankelijk
34,Toussaintkade 512321VX,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedurewizjigen gebruik van school naar studentenhuisvestingO 02114G0000,140625,26-03-2014,14-11-2014,Verleend
35,Van Banchemhof 302321EN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een prunus,140440,28-02-2014,01-04-2014,Verleend
36,Vliet 482311RG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gevelE 00835G0000,140379,21-02-2014,06-06-2014,Verleend
37,Vrouwenweg 2322LJ,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduretijdelijke uitweg op een damV 02155,140635,27-03-2014,25-06-2014,Vervallen
38,Zonnedauwtuin 72317MR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een dakkapel aan voorzijdeS 04615G0000,140649,28-03-2014,11-04-2014,Verleend
0,1e Binnenvestgracht 322312BB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van reclame en vlagB 03223A0002,140307,12-02-2014,24-03-2014,Verleend
1,Aalmarkt 222311ED,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclameG 01924G0000,140587,20-03-2014,08-07-2014,Verleend
2,Apothekersdijk 92312DC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureschilderen voorgevelH 00400G0000,140599,23-03-2014,25-03-2014,Afgehandeld
3,Bernardkade ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 13 bomen  Bernardkade tussen nr. 36 en aansluiting KooilaanK 06066,140325,13-02-2014,25-03-2014,Verleend
4,Bethlehemshof 12311KC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureschilderen van de gevels  ramen en deurenE 00676G0000,140477,03-03-2014,28-04-2014,Verleend
5,Breestraat 2311CG,Omgevingsvergunning Omgevingsvergunning Reguliere ProcedureGraafwerkzaamheden  vervangen medaillon en plaatsen dris-masten  t.b.v. herinrichting Breestraat e.o..G 02229,140598,21-03-2014,03-06-2014,Verleend
6,Breestraat 492311CH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerenoveren begane grondG 02265A0001,140594,21-03-2014,06-06-2014,Verleend
7,Breestraat 1172311CL,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduregedeeltelijk wijzigen van het gebruik naar horecaG 02210G0000,140607,24-03-2014,15-05-2014,Verleend
8,De Heyderweg 22314XZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van 5 gevelkozijnenT 06150G0000,140592,21-03-2014,16-05-2014,Verleend
9,Domela Nieuwenhuislaan 122314ES,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen damwand beschoeiingO 03798G0000,140606,24-03-2014,19-05-2014,Verleend
10,Driemasterwal 592317GV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een garageS 03624,140131,23-01-2014,20-03-2014,Verleend
11,Eikenrode 162317BB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 2 bomenS 03780,140248,06-02-2014,25-03-2014,Verleend
12,Haagweg 1052321AA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen balkonbeglazing achter hekwerkO 05626G0000,140602,24-03-2014,19-05-2014,Verleend
13,Heemskerkstraat 852315TH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouw aan de achterzijdeN 01152G0000,140016,04-01-2014,25-03-2014,Verleend
14,Herensteeg 202311SJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een rode paardenkastanje in de achtertuin,140114,21-01-2014,21-03-2014,Verleend
15,Joop Vervoornpad ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 25 bomen t.b.v. asfalteren Joop VervoornpadN 01308,140037,07-01-2014,25-03-2014,Verleend
16,Klokpoort 12312CX,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 1 boomB 03505,140262,07-02-2014,25-03-2014,Verleend
17,Kromstevenwerf 2317DE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een plataan voor Kromstevenwerf nr. 7A 05339,140359,18-02-2014,21-03-2014,Verleend
18,Laan te Rhijnhof 42332HZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van 3 bomenX 04377G0000,140412,25-02-2014,25-03-2014,Verleend
19,Langegracht 872312NX,Onttrekkingonttrekkingsvergunning wijzigen woning naar kamergewijze verhuurB 02715G0000,140019,03-01-2014,24-03-2014,Verleend
20,Lavendeltuin 212317NB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel aan de voorzijde van de woningS 04498G0000,140589,20-03-2014,26-06-2014,Verleend
